Resuming checkpoint: D:\AI\projects\e-phishGen\calculation\HWT-MGT\results\combined_calculation_metrics.partial.json
dna 83/2352 COMBINED_0083
dna 84/2352 COMBINED_0084
dna 85/2352 COMBINED_0085
dna 86/2352 COMBINED_0086
dna 87/2352 COMBINED_0087
dna 88/2352 COMBINED_0088
dna 89/2352 COMBINED_0089
dna 90/2352 COMBINED_0090
dna 91/2352 COMBINED_0091
dna 92/2352 COMBINED_0092
dna 93/2352 COMBINED_0093
dna 94/2352 COMBINED_0094
dna 95/2352 COMBINED_0095
dna 96/2352 COMBINED_0096
dna 97/2352 COMBINED_0097
dna 98/2352 COMBINED_0098
dna 99/2352 COMBINED_0099
dna 100/2352 COMBINED_0100
dna 101/2352 COMBINED_0101
dna 102/2352 COMBINED_0102
dna 103/2352 COMBINED_0103
dna 104/2352 COMBINED_0104
dna 105/2352 COMBINED_0105
dna 106/2352 COMBINED_0106
dna 107/2352 COMBINED_0107
dna 108/2352 COMBINED_0108
dna 109/2352 COMBINED_0109
dna 110/2352 COMBINED_0110
dna 111/2352 COMBINED_0111
dna 112/2352 COMBINED_0112
dna 113/2352 COMBINED_0113
dna 114/2352 COMBINED_0114
dna 115/2352 COMBINED_0115
dna 116/2352 COMBINED_0116
dna 117/2352 COMBINED_0117
dna 118/2352 COMBINED_0118
dna 119/2352 COMBINED_0119
dna 120/2352 COMBINED_0120
dna 121/2352 COMBINED_0121
dna 122/2352 COMBINED_0122
dna 123/2352 COMBINED_0123
dna 124/2352 COMBINED_0124
dna 125/2352 COMBINED_0125
dna 126/2352 COMBINED_0126
dna 127/2352 COMBINED_0127
dna 128/2352 COMBINED_0128
dna 129/2352 COMBINED_0129
dna 130/2352 COMBINED_0130
dna 131/2352 COMBINED_0131
dna 132/2352 COMBINED_0132
dna 133/2352 COMBINED_0133
dna 134/2352 COMBINED_0134
dna 135/2352 COMBINED_0135
dna 136/2352 COMBINED_0136
dna 137/2352 COMBINED_0137
dna 138/2352 COMBINED_0138
dna 139/2352 COMBINED_0139
dna 140/2352 COMBINED_0140
dna 141/2352 COMBINED_0141
dna 142/2352 COMBINED_0142
dna 143/2352 COMBINED_0143
dna 144/2352 COMBINED_0144
dna 145/2352 COMBINED_0145
dna 146/2352 COMBINED_0146
dna 147/2352 COMBINED_0147
dna 148/2352 COMBINED_0148
dna 149/2352 COMBINED_0149
dna 150/2352 COMBINED_0150
dna 151/2352 COMBINED_0151
dna 152/2352 COMBINED_0152
dna 153/2352 COMBINED_0153
dna 154/2352 COMBINED_0154
dna 155/2352 COMBINED_0155
dna 156/2352 COMBINED_0156
dna 157/2352 COMBINED_0157
dna 158/2352 COMBINED_0158
dna 159/2352 COMBINED_0159
dna 160/2352 COMBINED_0160
dna 161/2352 COMBINED_0161
dna 162/2352 COMBINED_0162
dna 163/2352 COMBINED_0163
dna 164/2352 COMBINED_0164
dna 165/2352 COMBINED_0165
dna 166/2352 COMBINED_0166
dna 167/2352 COMBINED_0167
dna 168/2352 COMBINED_0168
dna 169/2352 COMBINED_0169
dna 170/2352 COMBINED_0170
dna 171/2352 COMBINED_0171
dna 172/2352 COMBINED_0172
dna 173/2352 COMBINED_0173
dna 174/2352 COMBINED_0174
dna 175/2352 COMBINED_0175
dna 176/2352 COMBINED_0176
dna 177/2352 COMBINED_0177
dna 178/2352 COMBINED_0178
dna 179/2352 COMBINED_0179
dna 180/2352 COMBINED_0180
dna 181/2352 COMBINED_0181
dna 182/2352 COMBINED_0182
dna 183/2352 COMBINED_0183
dna 184/2352 COMBINED_0184
dna 185/2352 COMBINED_0185
dna 186/2352 COMBINED_0186
dna 187/2352 COMBINED_0187
dna 188/2352 COMBINED_0188
dna 189/2352 COMBINED_0189
dna 190/2352 COMBINED_0190
dna 191/2352 COMBINED_0191
dna 192/2352 COMBINED_0192
dna 193/2352 COMBINED_0193
dna 194/2352 COMBINED_0194
dna 195/2352 COMBINED_0195
dna 196/2352 COMBINED_0196
dna 197/2352 COMBINED_0197
dna 198/2352 COMBINED_0198
dna 199/2352 COMBINED_0199
dna 200/2352 COMBINED_0200
dna 201/2352 COMBINED_0201
dna 202/2352 COMBINED_0202
dna 203/2352 COMBINED_0203
dna 204/2352 COMBINED_0204
dna 205/2352 COMBINED_0205
dna 206/2352 COMBINED_0206
dna 207/2352 COMBINED_0207
dna 208/2352 COMBINED_0208
dna 209/2352 COMBINED_0209
dna 210/2352 COMBINED_0210
dna 211/2352 COMBINED_0211
dna 212/2352 COMBINED_0212
dna 213/2352 COMBINED_0213
dna 214/2352 COMBINED_0214
dna 215/2352 COMBINED_0215
dna 216/2352 COMBINED_0216
dna 217/2352 COMBINED_0217
dna 218/2352 COMBINED_0218
dna 219/2352 COMBINED_0219
dna 220/2352 COMBINED_0220
dna 221/2352 COMBINED_0221
dna 222/2352 COMBINED_0222
dna 223/2352 COMBINED_0223
dna 224/2352 COMBINED_0224
dna 225/2352 COMBINED_0225
dna 226/2352 COMBINED_0226
dna 227/2352 COMBINED_0227
dna 228/2352 COMBINED_0228
dna 229/2352 COMBINED_0229
dna 230/2352 COMBINED_0230
dna 231/2352 COMBINED_0231
dna 232/2352 COMBINED_0232
dna 233/2352 COMBINED_0233
dna 234/2352 COMBINED_0234
dna 235/2352 COMBINED_0235
dna 236/2352 COMBINED_0236
dna 237/2352 COMBINED_0237
dna 238/2352 COMBINED_0238
dna 239/2352 COMBINED_0239
dna 240/2352 COMBINED_0240
dna 241/2352 COMBINED_0241
dna 242/2352 COMBINED_0242
dna 243/2352 COMBINED_0243
dna 244/2352 COMBINED_0244
dna 245/2352 COMBINED_0245
dna 246/2352 COMBINED_0246
dna 247/2352 COMBINED_0247
dna 248/2352 COMBINED_0248
dna 249/2352 COMBINED_0249
dna 250/2352 COMBINED_0250
dna 251/2352 COMBINED_0251
dna 252/2352 COMBINED_0252
dna 253/2352 COMBINED_0253
dna 254/2352 COMBINED_0254
dna 255/2352 COMBINED_0255
dna 256/2352 COMBINED_0256
dna 257/2352 COMBINED_0257
dna 258/2352 COMBINED_0258
dna 259/2352 COMBINED_0259
dna 260/2352 COMBINED_0260
dna 261/2352 COMBINED_0261
dna 262/2352 COMBINED_0262
dna 263/2352 COMBINED_0263
dna 264/2352 COMBINED_0264
dna 265/2352 COMBINED_0265
dna 266/2352 COMBINED_0266
dna 267/2352 COMBINED_0267
dna 268/2352 COMBINED_0268
dna 269/2352 COMBINED_0269
dna 270/2352 COMBINED_0270
dna 271/2352 COMBINED_0271
dna 272/2352 COMBINED_0272
dna 273/2352 COMBINED_0273
dna 274/2352 COMBINED_0274
dna 275/2352 COMBINED_0275
dna 276/2352 COMBINED_0276
dna 277/2352 COMBINED_0277
dna 278/2352 COMBINED_0278
dna 279/2352 COMBINED_0279
dna 280/2352 COMBINED_0280
dna 281/2352 COMBINED_0281
dna 282/2352 COMBINED_0282
dna 283/2352 COMBINED_0283
dna 284/2352 COMBINED_0284
dna 285/2352 COMBINED_0285
dna 286/2352 COMBINED_0286
dna 287/2352 COMBINED_0287
dna 288/2352 COMBINED_0288
dna 289/2352 COMBINED_0289
dna 290/2352 COMBINED_0290
dna 291/2352 COMBINED_0291
dna 292/2352 COMBINED_0292
dna 293/2352 COMBINED_0293
dna 294/2352 COMBINED_0294
dna 295/2352 COMBINED_0295
dna 296/2352 COMBINED_0296
dna 297/2352 COMBINED_0297
dna 298/2352 COMBINED_0298
dna 299/2352 COMBINED_0299
dna 300/2352 COMBINED_0300
dna 301/2352 COMBINED_0301
dna 302/2352 COMBINED_0302
dna 303/2352 COMBINED_0303
dna 304/2352 COMBINED_0304
dna 305/2352 COMBINED_0305
dna 306/2352 COMBINED_0306
dna 307/2352 COMBINED_0307
dna 308/2352 COMBINED_0308
dna 309/2352 COMBINED_0309
dna 310/2352 COMBINED_0310
dna 311/2352 COMBINED_0311
dna 312/2352 COMBINED_0312
dna 313/2352 COMBINED_0313
dna 314/2352 COMBINED_0314
dna 315/2352 COMBINED_0315
dna 316/2352 COMBINED_0316
dna 317/2352 COMBINED_0317
dna 318/2352 COMBINED_0318
dna 319/2352 COMBINED_0319
dna 320/2352 COMBINED_0320
dna 321/2352 COMBINED_0321
dna 322/2352 COMBINED_0322
dna 323/2352 COMBINED_0323
dna 324/2352 COMBINED_0324
dna 325/2352 COMBINED_0325
dna 326/2352 COMBINED_0326
dna 327/2352 COMBINED_0327
dna 328/2352 COMBINED_0328
dna 329/2352 COMBINED_0329
dna 330/2352 COMBINED_0330
dna 331/2352 COMBINED_0331
dna 332/2352 COMBINED_0332
dna 333/2352 COMBINED_0333
dna 334/2352 COMBINED_0334
dna 335/2352 COMBINED_0335
dna 336/2352 COMBINED_0336
dna 337/2352 COMBINED_0337
dna 338/2352 COMBINED_0338
dna 339/2352 COMBINED_0339
dna 340/2352 COMBINED_0340
dna 341/2352 COMBINED_0341
dna 342/2352 COMBINED_0342
dna 343/2352 COMBINED_0343
dna 344/2352 COMBINED_0344
dna 345/2352 COMBINED_0345
dna 346/2352 COMBINED_0346
dna 347/2352 COMBINED_0347
dna 348/2352 COMBINED_0348
dna 349/2352 COMBINED_0349
dna 350/2352 COMBINED_0350
dna 351/2352 COMBINED_0351
dna 352/2352 COMBINED_0352
dna 353/2352 COMBINED_0353
dna 354/2352 COMBINED_0354
dna 355/2352 COMBINED_0355
dna 356/2352 COMBINED_0356
dna 357/2352 COMBINED_0357
dna 358/2352 COMBINED_0358
dna 359/2352 COMBINED_0359
dna 360/2352 COMBINED_0360
dna 361/2352 COMBINED_0361
dna 362/2352 COMBINED_0362
dna 363/2352 COMBINED_0363
dna 364/2352 COMBINED_0364
dna 365/2352 COMBINED_0365
dna 366/2352 COMBINED_0366
dna 367/2352 COMBINED_0367
dna 368/2352 COMBINED_0368
dna 369/2352 COMBINED_0369
dna 370/2352 COMBINED_0370
dna 371/2352 COMBINED_0371
dna 372/2352 COMBINED_0372
dna 373/2352 COMBINED_0373
dna 374/2352 COMBINED_0374
dna 375/2352 COMBINED_0375
dna 376/2352 COMBINED_0376
dna 377/2352 COMBINED_0377
dna 378/2352 COMBINED_0378
dna 379/2352 COMBINED_0379
dna 380/2352 COMBINED_0380
dna 381/2352 COMBINED_0381
dna 382/2352 COMBINED_0382
dna 383/2352 COMBINED_0383
dna 384/2352 COMBINED_0384
dna 385/2352 COMBINED_0385
dna 386/2352 COMBINED_0386
dna 387/2352 COMBINED_0387
dna 388/2352 COMBINED_0388
dna 389/2352 COMBINED_0389
dna 390/2352 COMBINED_0390
dna 391/2352 COMBINED_0391
dna 392/2352 COMBINED_0392
dna 393/2352 COMBINED_0393
dna 394/2352 COMBINED_0394
dna 395/2352 COMBINED_0395
dna 396/2352 COMBINED_0396
dna 397/2352 COMBINED_0397
dna 398/2352 COMBINED_0398
dna 399/2352 COMBINED_0399
dna 400/2352 COMBINED_0400
dna 401/2352 COMBINED_0401
dna 402/2352 COMBINED_0402
dna 403/2352 COMBINED_0403
dna 404/2352 COMBINED_0404
dna 405/2352 COMBINED_0405
dna 406/2352 COMBINED_0406
dna 407/2352 COMBINED_0407
dna 408/2352 COMBINED_0408
dna 409/2352 COMBINED_0409
dna 410/2352 COMBINED_0410
dna 411/2352 COMBINED_0411
dna 412/2352 COMBINED_0412
dna 413/2352 COMBINED_0413
dna 414/2352 COMBINED_0414
dna 415/2352 COMBINED_0415
dna 416/2352 COMBINED_0416
dna 417/2352 COMBINED_0417
dna 418/2352 COMBINED_0418
dna 419/2352 COMBINED_0419
dna 420/2352 COMBINED_0420
dna 421/2352 COMBINED_0421
dna 422/2352 COMBINED_0422
dna 423/2352 COMBINED_0423
dna 424/2352 COMBINED_0424
dna 425/2352 COMBINED_0425
dna 426/2352 COMBINED_0426
dna 427/2352 COMBINED_0427
dna 428/2352 COMBINED_0428
dna 429/2352 COMBINED_0429
dna 430/2352 COMBINED_0430
dna 431/2352 COMBINED_0431
dna 432/2352 COMBINED_0432
dna 433/2352 COMBINED_0433
dna 434/2352 COMBINED_0434
dna 435/2352 COMBINED_0435
dna 436/2352 COMBINED_0436
dna 437/2352 COMBINED_0437
dna 438/2352 COMBINED_0438
dna 439/2352 COMBINED_0439
dna 440/2352 COMBINED_0440
dna 441/2352 COMBINED_0441
dna 442/2352 COMBINED_0442
dna 443/2352 COMBINED_0443
dna 444/2352 COMBINED_0444
dna 445/2352 COMBINED_0445
dna 446/2352 COMBINED_0446
dna 447/2352 COMBINED_0447
dna 448/2352 COMBINED_0448
dna 449/2352 COMBINED_0449
dna 450/2352 COMBINED_0450
dna 451/2352 COMBINED_0451
dna 452/2352 COMBINED_0452
dna 453/2352 COMBINED_0453
dna 454/2352 COMBINED_0454
dna 455/2352 COMBINED_0455
dna 456/2352 COMBINED_0456
dna 457/2352 COMBINED_0457
dna 458/2352 COMBINED_0458
dna 459/2352 COMBINED_0459
dna 460/2352 COMBINED_0460
dna 461/2352 COMBINED_0461
dna 462/2352 COMBINED_0462
dna 463/2352 COMBINED_0463
dna 464/2352 COMBINED_0464
dna 465/2352 COMBINED_0465
dna 466/2352 COMBINED_0466
dna 467/2352 COMBINED_0467
dna 468/2352 COMBINED_0468
dna 469/2352 COMBINED_0469
dna 470/2352 COMBINED_0470
dna 471/2352 COMBINED_0471
dna 472/2352 COMBINED_0472
dna 473/2352 COMBINED_0473
dna 474/2352 COMBINED_0474
dna 475/2352 COMBINED_0475
dna 476/2352 COMBINED_0476
dna 477/2352 COMBINED_0477
dna 478/2352 COMBINED_0478
dna 479/2352 COMBINED_0479
dna 480/2352 COMBINED_0480
dna 481/2352 COMBINED_0481
dna 482/2352 COMBINED_0482
dna 483/2352 COMBINED_0483
dna 484/2352 COMBINED_0484
dna 485/2352 COMBINED_0485
dna 486/2352 COMBINED_0486
dna 487/2352 COMBINED_0487
dna 488/2352 COMBINED_0488
dna 489/2352 COMBINED_0489
dna 490/2352 COMBINED_0490
dna 491/2352 COMBINED_0491
dna 492/2352 COMBINED_0492
dna 493/2352 COMBINED_0493
dna 494/2352 COMBINED_0494
dna 495/2352 COMBINED_0495
dna 496/2352 COMBINED_0496
dna 497/2352 COMBINED_0497
dna 498/2352 COMBINED_0498
dna 499/2352 COMBINED_0499
dna 500/2352 COMBINED_0500
dna 501/2352 COMBINED_0501
dna 502/2352 COMBINED_0502
dna 503/2352 COMBINED_0503
dna 504/2352 COMBINED_0504
dna 505/2352 COMBINED_0505
dna 506/2352 COMBINED_0506
dna 507/2352 COMBINED_0507
dna 508/2352 COMBINED_0508
dna 509/2352 COMBINED_0509
dna 510/2352 COMBINED_0510
dna 511/2352 COMBINED_0511
dna 512/2352 COMBINED_0512
dna 513/2352 COMBINED_0513
dna 514/2352 COMBINED_0514
dna 515/2352 COMBINED_0515
dna 516/2352 COMBINED_0516
dna 517/2352 COMBINED_0517
dna 518/2352 COMBINED_0518
dna 519/2352 COMBINED_0519
dna 520/2352 COMBINED_0520
dna 521/2352 COMBINED_0521
dna 522/2352 COMBINED_0522
dna 523/2352 COMBINED_0523
dna 524/2352 COMBINED_0524
dna 525/2352 COMBINED_0525
dna 526/2352 COMBINED_0526
dna 527/2352 COMBINED_0527
dna 528/2352 COMBINED_0528
dna 529/2352 COMBINED_0529
dna 530/2352 COMBINED_0530
dna 531/2352 COMBINED_0531
dna 532/2352 COMBINED_0532
dna 533/2352 COMBINED_0533
dna 534/2352 COMBINED_0534
dna 535/2352 COMBINED_0535
dna 536/2352 COMBINED_0536
dna 537/2352 COMBINED_0537
dna 538/2352 COMBINED_0538
dna 539/2352 COMBINED_0539
dna 540/2352 COMBINED_0540
dna 541/2352 COMBINED_0541
dna 542/2352 COMBINED_0542
dna 543/2352 COMBINED_0543
dna 544/2352 COMBINED_0544
dna 545/2352 COMBINED_0545
dna 546/2352 COMBINED_0546
dna 547/2352 COMBINED_0547
dna 548/2352 COMBINED_0548
dna 549/2352 COMBINED_0549
dna 550/2352 COMBINED_0550
dna 551/2352 COMBINED_0551
dna 552/2352 COMBINED_0552
dna 553/2352 COMBINED_0553
dna 554/2352 COMBINED_0554
dna 555/2352 COMBINED_0555
dna 556/2352 COMBINED_0556
dna 557/2352 COMBINED_0557
dna 558/2352 COMBINED_0558
dna 559/2352 COMBINED_0559
dna 560/2352 COMBINED_0560
dna 561/2352 COMBINED_0561
dna 562/2352 COMBINED_0562
dna 563/2352 COMBINED_0563
dna 564/2352 COMBINED_0564
dna 565/2352 COMBINED_0565
dna 566/2352 COMBINED_0566
dna 567/2352 COMBINED_0567
dna 568/2352 COMBINED_0568
dna 569/2352 COMBINED_0569
dna 570/2352 COMBINED_0570
dna 571/2352 COMBINED_0571
dna 572/2352 COMBINED_0572
dna 573/2352 COMBINED_0573
dna 574/2352 COMBINED_0574
dna 575/2352 COMBINED_0575
dna 576/2352 COMBINED_0576
dna 577/2352 COMBINED_0577
dna 578/2352 COMBINED_0578
dna 579/2352 COMBINED_0579
dna 580/2352 COMBINED_0580
dna 581/2352 COMBINED_0581
dna 582/2352 COMBINED_0582
dna 583/2352 COMBINED_0583
dna 584/2352 COMBINED_0584
dna 585/2352 COMBINED_0585
dna 586/2352 COMBINED_0586
dna 587/2352 COMBINED_0587
dna 588/2352 COMBINED_0588
dna 589/2352 COMBINED_0589
dna 590/2352 COMBINED_0590
dna 591/2352 COMBINED_0591
dna 592/2352 COMBINED_0592
dna 593/2352 COMBINED_0593
dna 594/2352 COMBINED_0594
dna 595/2352 COMBINED_0595
dna 596/2352 COMBINED_0596
dna 597/2352 COMBINED_0597
dna 598/2352 COMBINED_0598
dna 599/2352 COMBINED_0599
dna 600/2352 COMBINED_0600
dna 601/2352 COMBINED_0601
dna 602/2352 COMBINED_0602
dna 603/2352 COMBINED_0603
dna 604/2352 COMBINED_0604
dna 605/2352 COMBINED_0605
dna 606/2352 COMBINED_0606
dna 607/2352 COMBINED_0607
dna 608/2352 COMBINED_0608
dna 609/2352 COMBINED_0609
dna 610/2352 COMBINED_0610
dna 611/2352 COMBINED_0611
dna 612/2352 COMBINED_0612
dna 613/2352 COMBINED_0613
dna 614/2352 COMBINED_0614
dna 615/2352 COMBINED_0615
dna 616/2352 COMBINED_0616
dna 617/2352 COMBINED_0617
dna 618/2352 COMBINED_0618
dna 619/2352 COMBINED_0619
dna 620/2352 COMBINED_0620
dna 621/2352 COMBINED_0621
dna 622/2352 COMBINED_0622
dna 623/2352 COMBINED_0623
dna 624/2352 COMBINED_0624
dna 625/2352 COMBINED_0625
dna 626/2352 COMBINED_0626
dna 627/2352 COMBINED_0627
dna 628/2352 COMBINED_0628
dna 629/2352 COMBINED_0629
dna 630/2352 COMBINED_0630
dna 631/2352 COMBINED_0631
dna 632/2352 COMBINED_0632
dna 633/2352 COMBINED_0633
dna 634/2352 COMBINED_0634
dna 635/2352 COMBINED_0635
dna 636/2352 COMBINED_0636
dna 637/2352 COMBINED_0637
dna 638/2352 COMBINED_0638
dna 639/2352 COMBINED_0639
dna 640/2352 COMBINED_0640
dna 641/2352 COMBINED_0641
dna 642/2352 COMBINED_0642
dna 643/2352 COMBINED_0643
dna 644/2352 COMBINED_0644
dna 645/2352 COMBINED_0645
dna 646/2352 COMBINED_0646
dna 647/2352 COMBINED_0647
dna 648/2352 COMBINED_0648
dna 649/2352 COMBINED_0649
dna 650/2352 COMBINED_0650
dna 651/2352 COMBINED_0651
dna 652/2352 COMBINED_0652
dna 653/2352 COMBINED_0653
dna 654/2352 COMBINED_0654
dna 655/2352 COMBINED_0655
dna 656/2352 COMBINED_0656
dna 657/2352 COMBINED_0657
dna 658/2352 COMBINED_0658
dna 659/2352 COMBINED_0659
dna 660/2352 COMBINED_0660
dna 661/2352 COMBINED_0661
dna 662/2352 COMBINED_0662
dna 663/2352 COMBINED_0663
dna 664/2352 COMBINED_0664
dna 665/2352 COMBINED_0665
dna 666/2352 COMBINED_0666
dna 667/2352 COMBINED_0667
dna 668/2352 COMBINED_0668
dna 669/2352 COMBINED_0669
dna 670/2352 COMBINED_0670
dna 671/2352 COMBINED_0671
dna 672/2352 COMBINED_0672
dna 673/2352 COMBINED_0673
dna 674/2352 COMBINED_0674
dna 675/2352 COMBINED_0675
dna 676/2352 COMBINED_0676
dna 677/2352 COMBINED_0677
dna 678/2352 COMBINED_0678
dna 679/2352 COMBINED_0679
dna 680/2352 COMBINED_0680
dna 681/2352 COMBINED_0681
dna 682/2352 COMBINED_0682
dna 683/2352 COMBINED_0683
dna 684/2352 COMBINED_0684
dna 685/2352 COMBINED_0685
dna 686/2352 COMBINED_0686
dna 687/2352 COMBINED_0687
dna 688/2352 COMBINED_0688
dna 689/2352 COMBINED_0689
dna 690/2352 COMBINED_0690
dna 691/2352 COMBINED_0691
dna 692/2352 COMBINED_0692
dna 693/2352 COMBINED_0693
dna 694/2352 COMBINED_0694
dna 695/2352 COMBINED_0695
dna 696/2352 COMBINED_0696
dna 697/2352 COMBINED_0697
dna 698/2352 COMBINED_0698
dna 699/2352 COMBINED_0699
dna 700/2352 COMBINED_0700
dna 701/2352 COMBINED_0701
dna 702/2352 COMBINED_0702
dna 703/2352 COMBINED_0703
dna 704/2352 COMBINED_0704
dna 705/2352 COMBINED_0705
dna 706/2352 COMBINED_0706
dna 707/2352 COMBINED_0707
dna 708/2352 COMBINED_0708
dna 709/2352 COMBINED_0709
dna 710/2352 COMBINED_0710
dna 711/2352 COMBINED_0711
dna 712/2352 COMBINED_0712
dna 713/2352 COMBINED_0713
dna 714/2352 COMBINED_0714
dna 715/2352 COMBINED_0715
dna 716/2352 COMBINED_0716
dna 717/2352 COMBINED_0717
dna 718/2352 COMBINED_0718
dna 719/2352 COMBINED_0719
dna 720/2352 COMBINED_0720
dna 721/2352 COMBINED_0721
dna 722/2352 COMBINED_0722
dna 723/2352 COMBINED_0723
dna 724/2352 COMBINED_0724
dna 725/2352 COMBINED_0725
dna 726/2352 COMBINED_0726
dna 727/2352 COMBINED_0727
dna 728/2352 COMBINED_0728
dna 729/2352 COMBINED_0729
dna 730/2352 COMBINED_0730
dna 731/2352 COMBINED_0731
dna 732/2352 COMBINED_0732
dna 733/2352 COMBINED_0733
dna 734/2352 COMBINED_0734
dna 735/2352 COMBINED_0735
dna 736/2352 COMBINED_0736
dna 737/2352 COMBINED_0737
dna 738/2352 COMBINED_0738
dna 739/2352 COMBINED_0739
dna 740/2352 COMBINED_0740
dna 741/2352 COMBINED_0741
dna 742/2352 COMBINED_0742
dna 743/2352 COMBINED_0743
dna 744/2352 COMBINED_0744
dna 745/2352 COMBINED_0745
dna 746/2352 COMBINED_0746
dna 747/2352 COMBINED_0747
dna 748/2352 COMBINED_0748
dna 749/2352 COMBINED_0749
dna 750/2352 COMBINED_0750
dna 751/2352 COMBINED_0751
dna 752/2352 COMBINED_0752
dna 753/2352 COMBINED_0753
dna 754/2352 COMBINED_0754
dna 755/2352 COMBINED_0755
dna 756/2352 COMBINED_0756
dna 757/2352 COMBINED_0757
dna 758/2352 COMBINED_0758
dna 759/2352 COMBINED_0759
dna 760/2352 COMBINED_0760
dna 761/2352 COMBINED_0761
dna 762/2352 COMBINED_0762
dna 763/2352 COMBINED_0763
dna 764/2352 COMBINED_0764
dna 765/2352 COMBINED_0765
dna 766/2352 COMBINED_0766
dna 767/2352 COMBINED_0767
dna 768/2352 COMBINED_0768
dna 769/2352 COMBINED_0769
dna 770/2352 COMBINED_0770
dna 771/2352 COMBINED_0771
dna 772/2352 COMBINED_0772
dna 773/2352 COMBINED_0773
dna 774/2352 COMBINED_0774
dna 775/2352 COMBINED_0775
dna 776/2352 COMBINED_0776
dna 777/2352 COMBINED_0777
dna 778/2352 COMBINED_0778
dna 779/2352 COMBINED_0779
dna 780/2352 COMBINED_0780
dna 781/2352 COMBINED_0781
dna 782/2352 COMBINED_0782
dna 783/2352 COMBINED_0783
dna 784/2352 COMBINED_0784
dna 785/2352 COMBINED_0785
dna 786/2352 COMBINED_0786
dna 787/2352 COMBINED_0787
dna 788/2352 COMBINED_0788
dna 789/2352 COMBINED_0789
dna 790/2352 COMBINED_0790
dna 791/2352 COMBINED_0791
dna 792/2352 COMBINED_0792
dna 793/2352 COMBINED_0793
dna 794/2352 COMBINED_0794
dna 795/2352 COMBINED_0795
dna 796/2352 COMBINED_0796
dna 797/2352 COMBINED_0797
dna 798/2352 COMBINED_0798
dna 799/2352 COMBINED_0799
dna 800/2352 COMBINED_0800
dna 801/2352 COMBINED_0801
dna 802/2352 COMBINED_0802
dna 803/2352 COMBINED_0803
dna 804/2352 COMBINED_0804
dna 805/2352 COMBINED_0805
dna 806/2352 COMBINED_0806
dna 807/2352 COMBINED_0807
dna 808/2352 COMBINED_0808
dna 809/2352 COMBINED_0809
dna 810/2352 COMBINED_0810
dna 811/2352 COMBINED_0811
dna 812/2352 COMBINED_0812
dna 813/2352 COMBINED_0813
dna 814/2352 COMBINED_0814
dna 815/2352 COMBINED_0815
dna 816/2352 COMBINED_0816
dna 817/2352 COMBINED_0817
dna 818/2352 COMBINED_0818
dna 819/2352 COMBINED_0819
dna 820/2352 COMBINED_0820
dna 821/2352 COMBINED_0821
dna 822/2352 COMBINED_0822
dna 823/2352 COMBINED_0823
dna 824/2352 COMBINED_0824
dna 825/2352 COMBINED_0825
dna 826/2352 COMBINED_0826
dna 827/2352 COMBINED_0827
dna 828/2352 COMBINED_0828
dna 829/2352 COMBINED_0829
dna 830/2352 COMBINED_0830
dna 831/2352 COMBINED_0831
dna 832/2352 COMBINED_0832
dna 833/2352 COMBINED_0833
dna 834/2352 COMBINED_0834
dna 835/2352 COMBINED_0835
dna 836/2352 COMBINED_0836
dna 837/2352 COMBINED_0837
dna 838/2352 COMBINED_0838
dna 839/2352 COMBINED_0839
dna 840/2352 COMBINED_0840
dna 841/2352 COMBINED_0841
dna 842/2352 COMBINED_0842
dna 843/2352 COMBINED_0843
dna 844/2352 COMBINED_0844
dna 845/2352 COMBINED_0845
dna 846/2352 COMBINED_0846
dna 847/2352 COMBINED_0847
dna 848/2352 COMBINED_0848
dna 849/2352 COMBINED_0849
dna 850/2352 COMBINED_0850
dna 851/2352 COMBINED_0851
dna 852/2352 COMBINED_0852
dna 853/2352 COMBINED_0853
dna 854/2352 COMBINED_0854
dna 855/2352 COMBINED_0855
dna 856/2352 COMBINED_0856
dna 857/2352 COMBINED_0857
dna 858/2352 COMBINED_0858
dna 859/2352 COMBINED_0859
dna 860/2352 COMBINED_0860
dna 861/2352 COMBINED_0861
dna 862/2352 COMBINED_0862
dna 863/2352 COMBINED_0863
dna 864/2352 COMBINED_0864
dna 865/2352 COMBINED_0865
dna 866/2352 COMBINED_0866
dna 867/2352 COMBINED_0867
dna 868/2352 COMBINED_0868
dna 869/2352 COMBINED_0869
dna 870/2352 COMBINED_0870
dna 871/2352 COMBINED_0871
dna 872/2352 COMBINED_0872
dna 873/2352 COMBINED_0873
dna 874/2352 COMBINED_0874
dna 875/2352 COMBINED_0875
dna 876/2352 COMBINED_0876
dna 877/2352 COMBINED_0877
dna 878/2352 COMBINED_0878
dna 879/2352 COMBINED_0879
dna 880/2352 COMBINED_0880
dna 881/2352 COMBINED_0881
dna 882/2352 COMBINED_0882
dna 883/2352 COMBINED_0883
dna 884/2352 COMBINED_0884
dna 885/2352 COMBINED_0885
dna 886/2352 COMBINED_0886
dna 887/2352 COMBINED_0887
dna 888/2352 COMBINED_0888
dna 889/2352 COMBINED_0889
dna 890/2352 COMBINED_0890
dna 891/2352 COMBINED_0891
dna 892/2352 COMBINED_0892
dna 893/2352 COMBINED_0893
dna 894/2352 COMBINED_0894
dna 895/2352 COMBINED_0895
dna 896/2352 COMBINED_0896
dna 897/2352 COMBINED_0897
dna 898/2352 COMBINED_0898
dna 899/2352 COMBINED_0899
dna 900/2352 COMBINED_0900
dna 901/2352 COMBINED_0901
dna 902/2352 COMBINED_0902
